AccusedMasterID,CaseMasterID,PersonMasterID,AccusedName,AgeYear,GenderID,PersonID,MO
2485,1483,2536,Timothy Sawhney,52,T,A1,Ambush attack at night
2486,1483,2535,Jatin Yadav,57,T,A2,Blunt weapon assault
2487,1484,2537,Zehaan Sama,23,T,A1,Blunt weapon assault
2488,1485,2538,Isaac Varma,17,M,A1,OTP fraud
2489,1485,2539,Vihaan Sachar,51,T,A2,Phishing link / fake link
2490,1486,2540,Vritti Mistry,52,F,A1,Blunt weapon assault
2491,1487,2541,Vanya Bhalla,65,F,A1,Phishing link / fake link
2492,1488,2542,Vrinda Nair,46,T,A1,Forced window/door entry
2493,1488,2544,Max Sharma,25,M,A2,Vehicle theft with duplicate key
2494,1488,2543,Janaki Vyas,30,F,A3,Lock-picking
2495,1488,162,Wishi Doctor,36,T,A4,Lock-picking
2496,1489,2545,Bhavani Balan,44,F,A1,Daylight chain/bag snatching
2497,1490,2547,Barkha Gour,61,F,A1,Lock-picking
2498,1490,2548,Jonathan Sawhney,58,T,A2,Daylight chain/bag snatching
2499,1490,2546,Nisha Mishra,16,T,A3,Forced window/door entry
2500,1491,211,Sachi Lala,43,F,A1,Forced window/door entry
2501,1492,2551,Lopa Nagar,21,T,A1,Workplace harassment
2502,1492,2550,Vivaan Rai,30,M,A2,Persistent online stalking before offence
2503,1492,2549,Aryan Chakraborty,44,M,A3,Persistent online stalking before offence
2504,1493,2552,Priya Khanna,60,T,A1,Social media impersonation
2505,1494,2555,Unni Sampath,43,T,A1,Loan-default cheating
2506,1494,2553,Rachita Bhakta,28,F,A2,Cheque bounce fraud
2507,1494,2554,Aachal Grover,54,T,A3,Loan-default cheating
2508,1494,2556,Gaurika Rama,25,F,A4,Cheque bounce fraud
2509,1495,2557,Udyati Walia,54,T,A1,Daylight chain/bag snatching
2510,1495,2558,Ishaan Ganesan,49,M,A2,Vehicle theft with duplicate key
2511,1496,2559,Yadavi Pau,57,F,A1,Ponzi / fake investment scheme
2512,1497,2560,Oeshi Grewal,22,T,A1,Unarmed physical assault
2513,1498,8,Lakshit Gopal,26,T,A1,Shell company fraud
2514,1499,2561,Aahana Sandhu,30,T,A1,Shell company fraud
2515,1499,2562,Anusha Mall,18,F,A2,Loan-default cheating
2516,1500,2565,Udyati Venkatesh,21,F,A1,Fake KYC update call
2517,1500,2564,Shivani Sami,27,F,A2,OTP fraud
2518,1500,2566,Orinder Chaudhari,28,M,A3,Phishing link / fake link
2519,1500,2563,Balveer Sahota,24,T,A4,Social media impersonation
2520,1501,2567,Tanveer Thaman,40,T,A1,Cheque bounce fraud
2521,1502,2568,Yachana Sood,24,T,A1,Daylight chain/bag snatching
2522,1503,2569,Abhimanyu Dara,34,M,A1,Blunt weapon assault
2523,1503,2570,Yutika Ratta,54,T,A2,Knife-related assault
2524,1503,153,Mitali Hegde,42,T,A3,Ambush attack at night
2525,1504,2571,Jagat Sura,60,M,A1,Vehicle theft with duplicate key
2526,1504,2572,Lipika Jani,29,F,A2,Forced window/door entry
2527,1505,2573,Oni Sani,47,T,A1,Daylight chain/bag snatching
2528,1505,2574,Sara Verma,28,F,A2,Lock-picking
2529,1506,105,Jagat Varghese,39,T,A1,Phishing link / fake link
2530,1507,2575,Umang Gera,21,M,A1,Daylight chain/bag snatching
2531,1508,2577,Anusha Venkatesh,58,T,A1,Social media impersonation
2532,1508,2576,Tanmayi Mutti,40,F,A2,Fake KYC update call
2533,1509,2579,Madhav Misra,58,T,A1,Knife-related assault
2534,1509,2578,Nirja Raja,17,T,A2,Blunt weapon assault
2535,1509,2580,Gaurav Bhatnagar,21,M,A3,Ambush attack at night
2536,1510,2581,Dalaja Bawa,53,T,A1,Cheque bounce fraud
2537,1511,105,Jagat Varghese,37,T,A1,Phishing link / fake link
2538,1512,2582,Rachana Lanka,60,F,A1,Knife-related assault
2539,1512,229,Rachit Sanghvi,25,T,A2,Blunt weapon assault
2540,1513,2583,Ikshita Lal,48,T,A1,Ponzi / fake investment scheme
2541,1514,249,Harish Kata,35,T,A1,Family/relative-perpetrated
2542,1515,2584,Waida Chad,34,T,A1,Daylight chain/bag snatching
2543,1515,210,Lekha Dass,21,T,A2,Forced window/door entry
2544,1516,2587,Gopal Sengupta,34,M,A1,Knife-related assault
2545,1516,2586,Rajata Yohannan,52,T,A2,Unarmed physical assault
2546,1516,2585,Alexander Viswanathan,19,M,A3,Unarmed physical assault
2547,1517,2588,Neel Dasgupta,39,T,A1,Cheque bounce fraud
2548,1518,2589,Saksham Krishnan,17,M,A1,Ambush attack at night
2549,1519,2591,Aarna Chakraborty,17,T,A1,Ambush attack at night
2550,1519,2592,Vincent Sangha,20,M,A2,Ambush attack at night
2551,1519,2590,Ojasvi Balakrishnan,63,F,A3,Knife-related assault
2552,1520,79,Nimrat Mand,52,F,A1,Ponzi / fake investment scheme
2553,1521,2593,Chandani Buch,62,T,A1,Fake KYC update call
2554,1521,2594,Ekbal Sahota,40,M,A2,Phishing link / fake link
2555,1522,2597,Forum Naidu,60,F,A1,Cheque bounce fraud
2556,1522,2596,Edhitha Ahuja,17,F,A2,Shell company fraud
2557,1522,2598,Daksh Loyal,39,M,A3,Shell company fraud
2558,1522,2595,Balendra Palla,24,T,A4,Loan-default cheating
2559,1523,2600,Kashish Kala,47,F,A1,Blunt weapon assault
2560,1523,2599,Arjun Behl,39,M,A2,Unarmed physical assault
2561,1524,2603,Gaurangi Shere,19,T,A1,Daylight chain/bag snatching
2562,1524,2601,Waida Oommen,34,T,A2,Lock-picking
2563,1524,2602,Charles Thakkar,38,M,A3,Vehicle theft with duplicate key
2564,1525,2604,Peter Misra,26,M,A1,Daylight chain/bag snatching
2565,1526,2605,Jalsa Mutti,45,F,A1,Ambush attack at night
2566,1527,2607,Ekalinga Lad,32,T,A1,Vehicle theft with duplicate key
2567,1527,2606,Fariq Agarwal,56,M,A2,Vehicle theft with duplicate key
2568,1528,2608,Ojas Dada,36,M,A1,Shell company fraud
2569,1529,2610,Liam Gandhi,52,M,A1,Forced window/door entry
2570,1529,2609,Ishanvi Dubey,34,F,A2,Vehicle theft with duplicate key
2571,1530,18,Ishanvi Hans,23,T,A1,Family/relative-perpetrated
2572,1531,2611,Raksha Deep,29,T,A1,Family/relative-perpetrated
2573,1531,2612,Nandini Desai,28,T,A2,Family/relative-perpetrated
2574,1532,2613,Vyanjana Agate,31,T,A1,Unarmed physical assault
2575,1533,2614,Aahana Vasa,51,F,A1,Blunt weapon assault
2576,1534,2617,Bhanumati Kalla,63,T,A1,Vehicle theft with duplicate key
2577,1534,2618,Falak Chacko,26,F,A2,Forced window/door entry
2578,1534,2616,Anvi Koshy,40,F,A3,Lock-picking
2579,1534,2615,Alka Mani,58,F,A4,Daylight chain/bag snatching
2580,1535,2620,Inaya Rao,26,F,A1,Cheque bounce fraud
2581,1535,2619,Radha Ramesh,32,F,A2,Shell company fraud
2582,1536,2621,Omkaar Warrior,48,M,A1,Knife-related assault
2583,1537,211,Sachi Lala,44,F,A1,Forced window/door entry
2584,1538,2624,Dalbir Manda,26,M,A1,Persistent online stalking before offence
2585,1538,2622,Jalsa Sidhu,32,F,A2,Family/relative-perpetrated
2586,1538,2623,Pallavi Rau,27,F,A3,Persistent online stalking before offence
2587,1539,2625,Balveer Sharaf,51,M,A1,Knife-related assault
2588,1540,132,Tara Vora,40,T,A1,Shell company fraud
2589,1541,2626,Onkar Chakrabarti,60,M,A1,Cheque bounce fraud
2590,1542,53,Azad Samra,52,M,A1,Cheque bounce fraud
2591,1542,234,Aryan Bal,52,T,A2,Shell company fraud
2592,1543,2627,Udyati Nair,62,F,A1,Workplace harassment
2593,1544,2628,Kamala Pandya,20,F,A1,Family/relative-perpetrated
2594,1545,2629,Meera Subramaniam,62,F,A1,Daylight chain/bag snatching
2595,1546,2630,Balendra Verma,61,T,A1,Shell company fraud
2596,1547,2631,Chaitanya Thakkar,21,T,A1,Ambush attack at night
2597,1548,2632,Chaman Buch,25,F,A1,Persistent online stalking before offence
2598,1549,2633,Fariq Mani,37,M,A1,Unarmed physical assault
2599,1550,2635,Gaurav Dalal,46,M,A1,Family/relative-perpetrated
2600,1550,2634,Damini Mann,20,F,A2,Persistent online stalking before offence
2601,1551,2637,Dominic Bajwa,44,M,A1,Knife-related assault
2602,1551,2636,Gaurangi Om,57,T,A2,Blunt weapon assault
2603,1552,2640,Nitesh Baral,25,T,A1,Lock-picking
2604,1552,2639,Nandini Bhatti,25,F,A2,Lock-picking
2605,1552,2638,Balhaar Chauhan,45,M,A3,Lock-picking
2606,1553,2641,Tarak Pandey,53,T,A1,Forced window/door entry
2607,1554,2642,Girish Trivedi,33,T,A1,Shell company fraud
2608,1555,120,Aarav Goel,24,M,A1,Lock-picking
2609,1556,2643,Gavin Dar,58,T,A1,Workplace harassment
2610,1556,2644,Vansha Mander,49,F,A2,Workplace harassment
2611,1557,2645,Chatura Aggarwal,35,M,A1,Cheque bounce fraud
2612,1558,2648,Chaitanya Majumdar,31,M,A1,Workplace harassment
2613,1558,2647,Arunima Barman,25,T,A2,Family/relative-perpetrated
2614,1558,2646,Pranit Sant,57,M,A3,Workplace harassment
2615,1559,2649,Vasana Rajagopal,28,T,A1,Daylight chain/bag snatching
2616,1559,2650,Dayita Dash,64,F,A2,Daylight chain/bag snatching
2617,1560,2651,Bhanumati Loyal,36,F,A1,Unarmed physical assault
2618,1560,2652,Xiti Ahluwalia,59,T,A2,Knife-related assault
2619,1561,2653,Faras Jaggi,45,T,A1,Ponzi / fake investment scheme
2620,1562,2655,Idika Karpe,45,F,A1,Loan-default cheating
2621,1562,2656,Balendra Char,30,M,A2,Ponzi / fake investment scheme
2622,1562,2654,Jagvi Mammen,47,T,A3,Ponzi / fake investment scheme
2623,1563,2658,Tanish Babu,37,T,A1,Shell company fraud
2624,1563,2657,Girish Garde,22,M,A2,Loan-default cheating
2625,1564,2661,Dhruv Palan,26,T,A1,Forced window/door entry
2626,1564,2660,Liam Bhattacharyya,64,M,A2,Lock-picking
2627,1564,2659,Isha Naidu,34,F,A3,Daylight chain/bag snatching
2628,1565,2662,Arin Srinivas,26,T,A1,Loan-default cheating
2629,1566,2665,Gagan Ahuja,29,T,A1,Loan-default cheating
2630,1566,2664,Chandresh Prasad,21,M,A2,Loan-default cheating
2631,1566,2663,Baghyawati Bains,34,F,A3,Cheque bounce fraud
2632,1566,2666,Sathvik Bobal,21,M,A4,Ponzi / fake investment scheme
2633,1567,2667,Lopa Kannan,33,F,A1,Phishing link / fake link
2634,1568,2668,Urishilla Dani,34,F,A1,Unarmed physical assault
2635,1569,2669,Darpan Halder,64,M,A1,Loan-default cheating
2636,1570,2671,Chasmum Sethi,57,F,A1,Ambush attack at night
2637,1570,2670,Oscar Sampath,31,M,A2,Unarmed physical assault
2638,1570,2672,Wahab Chana,27,T,A3,Blunt weapon assault
2639,1570,2673,Lekha Bedi,29,T,A4,Ambush attack at night
2640,1571,2674,Rachit Tank,55,M,A1,OTP fraud
2641,1572,2676,Pallavi Biswas,29,T,A1,Daylight chain/bag snatching
2642,1572,2675,Aachal Contractor,62,T,A2,Lock-picking
2643,1573,2677,Odika Pau,52,T,A1,Workplace harassment
2644,1574,230,Zashil Borde,36,M,A1,Unarmed physical assault
2645,1575,2678,Aahana Sengupta,59,F,A1,Knife-related assault
2646,1576,2679,Sachi Bir,57,F,A1,Social media impersonation
2647,1577,2680,Devika Kumer,23,T,A1,Blunt weapon assault
2648,1578,2681,Ishwar Arora,55,M,A1,Knife-related assault
2649,1579,2682,Frado Hayre,25,M,A1,Daylight chain/bag snatching
2650,1580,2684,Devika Sridhar,34,F,A1,Cheque bounce fraud
2651,1580,2685,Hemal Mandal,47,F,A2,Cheque bounce fraud
2652,1580,2683,Chakradev Sarna,22,M,A3,Cheque bounce fraud
2653,1581,2687,Falak Shan,24,F,A1,Social media impersonation
2654,1581,2686,Tripti Batta,34,T,A2,Phishing link / fake link
2655,1582,2688,Aayush Pandey,53,M,A1,Shell company fraud
2656,1582,2689,Advay Bawa,56,T,A2,Loan-default cheating
2657,1582,2690,Priya Sethi,46,F,A3,Shell company fraud
2658,1583,2691,Gautami Dora,42,F,A1,Fake KYC update call
2659,1583,2692,Anmol Mohan,65,T,A2,OTP fraud
2660,1584,2693,Saksham Bajaj,53,M,A1,Forced window/door entry
2661,1584,2694,Avni Mishra,42,T,A2,Daylight chain/bag snatching
2662,1584,2695,Urishilla Dyal,27,F,A3,Vehicle theft with duplicate key
2663,1585,2697,Yug Sarma,49,M,A1,Ponzi / fake investment scheme
2664,1585,2696,Zarna Bhasin,21,F,A2,Loan-default cheating
2665,1585,2698,Turvi Tripathi,17,F,A3,Ponzi / fake investment scheme
2666,1586,2699,Dhruv Chatterjee,64,M,A1,Persistent online stalking before offence
2667,1586,2700,Raagini Zacharia,41,F,A2,Persistent online stalking before offence
2668,1587,2702,Omkaar Bedi,53,M,A1,Loan-default cheating
2669,1587,2701,Elijah Choudhary,50,M,A2,Loan-default cheating
2670,1588,2703,Chameli Wable,54,T,A1,Persistent online stalking before offence
2671,1589,2704,Sai Oak,35,F,A1,Shell company fraud
2672,1590,2705,Abhimanyu Hegde,33,T,A1,Persistent online stalking before offence
2673,1591,2706,Vanya Parsa,27,F,A1,Lock-picking
2674,1592,2707,Bhavya Sundaram,43,F,A1,Lock-picking
2675,1593,2708,Jack Basak,46,M,A1,Forced window/door entry
2676,1594,2709,Agastya Dalal,18,M,A1,Fake KYC update call
2677,1595,2711,Harrison Uppal,33,T,A1,Forced window/door entry
2678,1595,2710,Indali Shan,52,F,A2,Lock-picking
2679,1596,2712,Dhriti Mannan,43,F,A1,Blunt weapon assault
2680,1597,2713,Nitara Madan,53,T,A1,Phishing link / fake link
2681,1598,2714,Pahal Sodhi,32,T,A1,Blunt weapon assault
2682,1599,2715,Saksham Yadav,58,T,A1,Knife-related assault
2683,1600,2716,Bachittar Chad,62,M,A1,Phishing link / fake link
2684,1601,2717,Yochana Comar,18,F,A1,Cheque bounce fraud
2685,1602,2718,Diya Ghosh,16,F,A1,Daylight chain/bag snatching
2686,1603,2719,Advik Karan,46,T,A1,Unarmed physical assault
2687,1604,2720,Yutika Deshpande,50,F,A1,Cheque bounce fraud
2688,1605,2723,Zaid Khanna,62,M,A1,Cheque bounce fraud
2689,1605,2722,Yahvi Kapadia,58,T,A2,Loan-default cheating
2690,1605,2721,Qasim Roy,65,M,A3,Cheque bounce fraud
2691,1606,2724,Warda Suresh,17,F,A1,Blunt weapon assault
2692,1606,2725,Eiravati Verma,50,F,A2,Ambush attack at night
2693,1607,148,Ojas Gaba,29,M,A1,Daylight chain/bag snatching
2694,1608,2727,Deepa Sathe,50,F,A1,Fake KYC update call
2695,1608,2726,Praneel Mand,29,M,A2,OTP fraud
2696,1608,2728,Anya Sahni,20,F,A3,Social media impersonation
2697,1608,2729,Pavani Brar,30,F,A4,Social media impersonation
2698,1609,2730,Abhimanyu Mishra,30,M,A1,Workplace harassment
2699,1610,2731,Wyatt Apte,42,M,A1,Social media impersonation
2700,1610,2732,Urmi Sahni,36,F,A2,Social media impersonation
2701,1610,2733,Pahal Venkataraman,49,F,A3,Social media impersonation
2702,1611,2734,Jacob Jhaveri,27,M,A1,Ambush attack at night
2703,1612,2735,Kritika Sastry,32,F,A1,Ambush attack at night
2704,1613,2737,Krish Narang,44,T,A1,Vehicle theft with duplicate key
2705,1613,2736,Ikbal Parsa,64,M,A2,Lock-picking
2706,1613,2739,Krishna Rastogi,34,F,A3,Vehicle theft with duplicate key
2707,1613,2738,Timothy Padmanabhan,17,M,A4,Forced window/door entry
2708,1614,2741,Hemang Dugal,56,T,A1,Fake KYC update call
2709,1614,2740,Sai Magar,56,F,A2,Social media impersonation
2710,1615,2742,Bhavna Mittal,60,F,A1,Forced window/door entry
2711,1616,2744,Balendra Bhatt,48,M,A1,Persistent online stalking before offence
2712,1616,2743,Viraj Thaman,50,T,A2,Family/relative-perpetrated
2713,1617,2745,Caleb Dani,39,T,A1,Daylight chain/bag snatching
2714,1618,2746,Yatan Dara,52,M,A1,OTP fraud
2715,1619,2747,Harshil Baral,31,M,A1,Lock-picking
2716,1619,2748,Aarnav Bhandari,19,M,A2,Lock-picking
2717,1620,2749,Yashawini Bhagat,27,F,A1,Forced window/door entry
2718,1621,2750,Sai Maharaj,55,F,A1,Phishing link / fake link
2719,1622,237,Sudiksha Naik,40,F,A1,Vehicle theft with duplicate key
2720,1623,2752,Ojasvi Chaudhry,26,F,A1,Shell company fraud
2721,1623,2751,Falguni Bansal,45,T,A2,Shell company fraud
2722,1624,2754,Amrita Singhal,18,F,A1,Persistent online stalking before offence
2723,1624,2756,Yashoda Parmar,26,F,A2,Workplace harassment
2724,1624,2753,Bachittar Wali,24,T,A3,Family/relative-perpetrated
2725,1624,2755,Rudra Behl,40,M,A4,Persistent online stalking before offence
2726,1625,2757,Qasim Pingle,23,M,A1,Cheque bounce fraud
2727,1626,2758,Yashica Batra,32,T,A1,Daylight chain/bag snatching
2728,1627,2759,Xiti Ram,65,T,A1,Unarmed physical assault
2729,1628,2760,Harini Kannan,60,F,A1,Knife-related assault
2730,1629,2761,Nandini Sandhu,36,F,A1,Unarmed physical assault
2731,1630,191,Chasmum Loke,36,F,A1,Cheque bounce fraud
2732,1631,2762,Tanmayi Ravel,48,F,A1,Knife-related assault
2733,1631,2763,Charvi Ramaswamy,58,T,A2,Knife-related assault
2734,1631,2765,Ira Tak,40,T,A3,Unarmed physical assault
2735,1631,2764,Peter Krishnan,31,M,A4,Blunt weapon assault
2736,1632,2766,Harrison Sood,64,M,A1,Unarmed physical assault
2737,1632,31,Nidra Dada,31,F,A2,Knife-related assault
2738,1633,2767,Prisha Johal,62,F,A1,Knife-related assault
2739,1633,2768,Gaurav Atwal,26,M,A2,Blunt weapon assault
2740,1634,2769,Irya Iyengar,64,F,A1,Vehicle theft with duplicate key
2741,1634,2770,Ishwar Korpal,59,M,A2,Daylight chain/bag snatching
2742,1635,2771,Yutika Guha,42,F,A1,Workplace harassment
2743,1635,2772,Xiti Singhal,47,F,A2,Persistent online stalking before offence
2744,1636,2774,Jagat Bedi,48,T,A1,Workplace harassment
2745,1636,2773,Warjas Sathe,60,T,A2,Workplace harassment
2746,1637,2775,William Mohanty,55,T,A1,Phishing link / fake link
2747,1637,2776,Nitesh Joshi,32,T,A2,Social media impersonation
2748,1637,2777,Sarthak Ahluwalia,60,M,A3,Social media impersonation
2749,1638,2778,Kabir Sarma,43,T,A1,Persistent online stalking before offence
2750,1639,2779,Nimrat Batta,24,T,A1,Social media impersonation
2751,1640,236,Tejas Oak,18,M,A1,Ponzi / fake investment scheme
2752,1640,2780,Janani Arya,17,F,A2,Loan-default cheating
2753,1641,2781,Wahab Mand,57,M,A1,Vehicle theft with duplicate key
2754,1642,2782,Dakshesh Varkey,42,M,A1,Fake KYC update call
2755,1643,2783,Wahab Badami,53,M,A1,Loan-default cheating
2756,1644,168,Jason Loyal,37,M,A1,OTP fraud
2757,1645,2786,Chavvi Boase,57,T,A1,Social media impersonation
2758,1645,2785,Gaurika Krishnan,62,T,A2,Fake KYC update call
2759,1645,2784,Vincent Dave,30,M,A3,Social media impersonation
2760,1646,2787,Anusha Chaudhuri,26,F,A1,Cheque bounce fraud
2761,1647,2789,Peter Thaker,28,T,A1,Knife-related assault
2762,1647,2788,Charan Parmer,22,M,A2,Unarmed physical assault
2763,1648,2793,Robert Dhaliwal,57,M,A1,Ambush attack at night
2764,1648,2791,Radhika Puri,36,F,A2,Unarmed physical assault
2765,1648,2790,Lipika Dass,26,F,A3,Blunt weapon assault
2766,1648,2792,Dakshesh Golla,19,M,A4,Knife-related assault
2767,1649,2794,Ishaan Mistry,59,M,A1,Fake KYC update call
2768,1650,2795,Liam Pai,42,M,A1,Vehicle theft with duplicate key
2769,1651,2797,Damyanti Bir,62,F,A1,Ambush attack at night
2770,1651,2796,Mason More,45,M,A2,Unarmed physical assault
2771,1651,2798,Vasudha Tiwari,56,T,A3,Unarmed physical assault
2772,1651,2799,Maya Sridhar,48,T,A4,Ambush attack at night
2773,1652,2802,Hardik Sant,48,T,A1,Family/relative-perpetrated
2774,1652,2800,Jhalak Narain,47,F,A2,Family/relative-perpetrated
2775,1652,2803,Amaira Jayaraman,54,F,A3,Workplace harassment
2776,1652,2801,Hredhaan Datta,52,T,A4,Family/relative-perpetrated
2777,1653,2804,Ria Kuruvilla,17,T,A1,Forced window/door entry
2778,1654,2805,Meghana Grewal,65,F,A1,Daylight chain/bag snatching
2779,1655,2806,Kritika Natarajan,30,F,A1,Blunt weapon assault
2780,1656,2807,Pranav Sarraf,47,M,A1,Unarmed physical assault
2781,1657,109,Lucky Chokshi,35,T,A1,Phishing link / fake link
2782,1658,2809,Gopal Goel,41,M,A1,Persistent online stalking before offence
2783,1658,2808,Yashawini Lall,25,F,A2,Persistent online stalking before offence
2784,1658,2811,Qabil Swaminathan,44,M,A3,Persistent online stalking before offence
2785,1658,2810,Sathvik Devan,61,M,A4,Family/relative-perpetrated
2786,1659,2812,Ayushman Hora,27,T,A1,Daylight chain/bag snatching
2787,1659,2813,Akshay Dhillon,64,M,A2,Forced window/door entry
2788,1659,2814,Gautam Kale,33,M,A3,Lock-picking
2789,1659,2815,Amol Dugar,30,T,A4,Daylight chain/bag snatching
2790,1660,2816,Madhavi Virk,33,F,A1,Shell company fraud
2791,1660,48,Yauvani Subramanian,20,F,A2,Cheque bounce fraud
2792,1661,2818,Zayan Patel,29,M,A1,Daylight chain/bag snatching
2793,1661,2817,Charles Arya,62,M,A2,Vehicle theft with duplicate key
2794,1662,2819,Barkha Raval,43,F,A1,Fake KYC update call
2795,1663,2820,Lila Rattan,20,T,A1,Lock-picking
2796,1664,2821,Samesh Chanda,25,T,A1,Ponzi / fake investment scheme
2797,1665,2823,Hemal Date,25,F,A1,Social media impersonation
2798,1665,2822,Chaitaly Doshi,52,F,A2,Fake KYC update call
2799,1666,2824,Karan Padmanabhan,34,M,A1,Persistent online stalking before offence
2800,1667,2825,Jonathan Palla,65,M,A1,Daylight chain/bag snatching
2801,1668,2829,Ubika Palla,39,F,A1,Unarmed physical assault
2802,1668,2827,Chameli Comar,63,T,A2,Unarmed physical assault
2803,1668,2828,Zayyan Rao,56,M,A3,Unarmed physical assault
2804,1668,2826,Ekavir Mital,48,M,A4,Blunt weapon assault
2805,1669,2830,Anika Konda,32,T,A1,Unarmed physical assault
2806,1669,2831,Diya Bali,40,F,A2,Knife-related assault
2807,1670,2832,Aishani Cheema,18,F,A1,Unarmed physical assault
2808,1670,2833,Darpan Mittal,45,M,A2,Unarmed physical assault
2809,1671,2834,Yochana Bajwa,22,F,A1,Phishing link / fake link
2810,1672,2835,Champak Bhatnagar,49,M,A1,Forced window/door entry
2811,1673,2837,Vyanjana Bava,40,F,A1,Unarmed physical assault
2812,1673,2836,Tristan Dar,32,M,A2,Ambush attack at night
2813,1674,2840,Amaira Kant,50,T,A1,Ambush attack at night
2814,1674,2838,Dalaja Goda,31,T,A2,Blunt weapon assault
2815,1674,2841,Vrishti Om,55,F,A3,Unarmed physical assault
2816,1674,2839,Aashi Kalita,25,F,A4,Knife-related assault
2817,1675,55,Faqid Nagi,29,M,A1,Family/relative-perpetrated
2818,1675,2842,Girindra Shetty,53,T,A2,Workplace harassment
2819,1676,2844,Hitesh Sethi,26,M,A1,Lock-picking
2820,1676,2846,Lucky Din,42,M,A2,Lock-picking
2821,1676,2845,Dalaja Vasa,55,T,A3,Daylight chain/bag snatching
2822,1676,2843,Ucchal Bhatnagar,63,T,A4,Daylight chain/bag snatching
2823,1677,2847,Amara Radhakrishnan,16,F,A1,Unarmed physical assault
